 0.01012  33.20745   0.19825  
 0.01038  33.34960   0.20480  
 0.01043  33.22480   0.20035  
 0.01082  33.30860   0.18445  
 0.01209  33.27910   0.19140  
 0.01220  33.75660   0.17370  
 0.01226  33.76740   0.17765  
 0.01268  33.74860   0.17100  
 0.01271  33.58110   0.17490  
 0.01291  33.49030   0.17160  
 0.01318  33.85605   0.17285  
 0.01382  33.77835   0.15385  
 0.01402  33.94805   0.16195  
 0.01447  33.94080   0.16555  
 0.01451  34.19705   0.16765  
 0.01454  34.29535   0.16560  
 0.01472  33.91580   0.14905  
 0.01504  33.99915   0.14910  
 0.01506  33.91930   0.15445  
 0.01520  33.83545   0.16350  
 0.01530  33.97050   0.14560  
 0.01531  33.89755   0.16130  
 0.01531  34.04935   0.15260  
 0.01532  34.24860   0.16405  
 0.01567  33.73070   0.15405  
 0.01568  34.05890   0.15250  
 0.01572  34.16115   0.19390  
 0.01629  34.47685   0.15115  
 0.01635  34.18310   0.15180  
 0.01662  33.93120   0.14705  
 0.01663  34.31385   0.15025  
 0.01678  34.22685   0.15925  
 0.01697  34.21335   0.15310  
 0.01698  33.96970   0.15580  
 0.01705  34.15645   0.18320  
 0.01724  34.22940   0.15560  
 0.01726  34.21560   0.15110  
 0.01732  34.17180   0.15870  
 0.01740  34.56595   0.14850  
 0.01741  34.40000   0.14980  
 0.01752  34.35580   0.14650  
 0.01754  34.28410   0.13410  
 0.01763  34.23540   0.15620  
 0.01908  34.65340   0.14115  
 0.01970  34.75455   0.15780  
 0.01972  34.57645   0.15785  
 0.02020  34.32285   0.15165  
 0.02024  34.58680   0.12735  
 0.02031  34.60565   0.13530  
 0.02038  34.72955   0.14185  
 0.02040  35.00670   0.15600  
 0.02091  34.66595   0.13680  
 0.02120  34.74660   0.14370  
 0.02171  34.80200   0.13615  
 0.02189  34.83085   0.13810  
 0.02197  34.66745   0.14360  
 0.02210  35.07950   0.13695  
 0.02223  34.69180   0.13205  
 0.02249  34.86975   0.13910  
 0.02275  34.83480   0.13625  
 0.02348  34.96265   0.13895  
 0.02349  34.92360   0.13380  
 0.02384  35.00130   0.13350  
 0.02398  35.12390   0.13525  
 0.02401  35.08645   0.12635  
 0.02414  34.98035   0.12910  
 0.02454  34.90010   0.12780  
 0.02477  34.95930   0.17180  
 0.02482  34.94995   0.13485  
 0.02525  35.12815   0.13295  
 0.02529  35.08960   0.14050  
 0.02547  35.16575   0.12420  
 0.02557  35.16070   0.14960  
 0.02559  34.85140   0.12590  
 0.02580  35.46480   0.13760  
 0.02627  35.28385   0.13620  
 0.02639  35.23305   0.13990  
 0.02643  35.21835   0.14250  
 0.02651  35.36745   0.12480  
 0.02673  35.27105   0.16165  
 0.02689  35.17545   0.12600  
 0.02751  35.29780   0.12910  
 0.02752  35.53595   0.13410  
 0.02752  35.36690   0.14255  
 0.02763  35.53455   0.11790  
 0.02811  35.64650   0.12485  
 0.02837  35.40440   0.12155  
 0.02845  35.34785   0.13640  
 0.02846  35.30510   0.13405  
 0.02878  35.40835   0.12155  
 0.02880  35.39165   0.13605  
 0.02894  35.32685   0.13160  
 0.02932  35.16480   0.14570  
 0.02950  35.64380   0.12735  
 0.02990  35.54130   0.12300  
 0.03001  35.47330   0.12025  
 0.03048  35.55295   0.13420  
 0.03049  35.58725   0.14190  
 0.03055  35.18935   0.45085  
 0.03144  35.61895   0.12075  
 0.03155  35.42790   0.14115  
 0.03161  35.67360   0.12625  
 0.03163  35.51965   0.11945  
 0.03184  35.64225   0.12125  
 0.03191  35.89205   0.12775  
 0.03212  35.53615   0.14310  
 0.03220  35.77200   0.12890  
 0.03273  35.68430   0.12050  
 0.03280  35.94085   0.12525  
 0.03292  35.75200   0.11850  
 0.03314  35.69225   0.12215  
 0.03348  35.78020   0.15235  
 0.03359  35.89355   0.10610  
 0.03378  35.68795   0.14030  
 0.03399  35.65135   0.11105  
 0.03408  35.69975   0.12455  
