0.503084	42.452	0.340771184
0.580724	42.933	0.332661991
0.494795	42.17	0.125
0.345928	41.338	0.193018134
0.677662	43.518	0.2362541
0.610712	42.59	0.244558786
0.866494	43.779	0.212565284
0.330932	41.126	0.192675894
0.798566	43.772	0.267059918
0.449562	42.034	0.215415877
0.371443	41.663	0.186290096
0.291718	40.904	0.283917241
0.35582	41.771	0.810631852
0.461274	42.143	0.563099458
0.28361	40.837	0.252039679
0.632234	43.123	0.147678705
0.466414	42.657	0.382205442
0.268624	40.732	1.030436801
0.94689	43.634	0.234785008
0.924917	44.295	0.353841773
0.693165	43.025	0.237951676
0.625233	42.87	0.372490268
0.896944	43.814	0.416803311
0.608261	42.678	0.443549321
0.789054	43.612	0.307390631
0.578292	42.776	0.203960781
0.59028	42.683	0.254379638
0.719626	43.264	0.196468827
0.210032	40.924	0.480703651
0.76659	43.784	0.811603967
0.858513	43.543	0.523450093
0.367904	41.706	0.660636814
0.558746	42.745	0.401896753
0.848509	43.927	1.061585607
0.99639	44.414	1.29247824
0.776594	43.525	0.294984745
0.582932	42.722	0.4120449
0.583743	42.725	0.342708331
0.796552	43.395	0.582508369
0.588721	42.678	0.146454771
0.913473	43.836	0.288617394
0.768587	43.573	0.304645696
0.948455	43.934	0.261885471
0.513793	42.76	0.651291793
0.733609	43.058	0.393066152
0.637701	42.574	0.912109643
0.765588	43.478	0.28478764
0.434861	42.112	0.750816223
0.983407	44.29	0.63557533
0.583743	42.729	0.175855054
0.700631	43.097	0.186290096
0.662058	43.158	0.264037876
0.838126	43.369	0.447393563
0.621874	42.827	0.128514591
0.370586	41.541	0.200810856
0.416632	41.879	0.144069428
0.35857	41.477	0.133645052
0.451681	41.716	0.252578701
0.522762	42.487	0.481501817
0.733996	43.309	0.190706581
0.701965	43.066	0.276586334
0.742008	43.639	0.257815826
0.746118	43.325	0.701783442
0.34956	41.06	0.880908622
0.591835	42.983	1.250705401
0.514746	43.103	1.060754448
0.620632	43.007	0.186815417
0.643646	43.08	0.161554944
1.002795	44.604	0.318596924
0.470586	42.081	0.341695771
0.610643	42.807	0.15576906
0.263487	40.597	0.211603403
0.358336	41.427	0.182482876
0.742697	43.346	0.140014285
0.451556	41.809	0.331645895
0.910752	44.196	0.215037206
0.552605	42.303	0.21359073
0.337534	41.377	0.341320963
0.750681	43.275	0.198080792
0.983777	44.023	0.3473111
0.822697	43.627	0.132849539
0.813696	43.674	0.208240246
0.950763	44.05	0.349057302
0.817732	43.773	0.424264069
0.34052	41.432	0.182321145
0.960751	43.807	0.234093998
0.81072	43.562	0.222991031
0.756687	43.55	0.209389589
0.611252	43.026	0.150053324
0.877971	43.797	0.643093306
0.548325	42.487	0.224162887
0.809032	43.722	0.237951676
1.0288	44.156	0.422984633
0.627239	43.011	0.811249037
0.422452	42.083	0.831329658
0.9339	44.151	0.627854282
0.701158	43.35	0.353276096
0.697164	43.295	0.951113032
0.685179	43.051	0.453471058
0.931901	44.04	0.525380814
0.863978	43.979	1.141851567
0.7491	43.262	0.751732
0.514353	42.662	1.380495925
0.468406	42.342	1.22044623
0.470398	42.731	0.501223503
0.958871	44.178	0.434222293
0.927909	44.135	0.292308057
0.840522	43.914	1.321362933
0.630699	42.825	0.118105885
0.562751	42.676	0.089894382
0.615698	43.064	0.382774085
0.828528	44.363	2.26079632
0.564741	42.797	0.890898423
0.578745	42.764	0.411850701
0.557743	42.546	0.302788705
0.864497	43.793	0.444346711
0.735608	43.196	0.552452713
0.858507	43.798	0.376017287
0.261984	40.784	1.160441295
0.585743	43.342	0.552268051
0.76158	43.379	0.245568728
0.4888	42.279	0.471376707
0.858516	44.172	1.163037403
0.688656	42.941	0.31310701
0.558743	43.264	0.572017482
0.324532	41.191	0.05
0.480704	42.227	0.840687814
0.185371	39.885	0.112805142
0.922221	43.772	0.198635344
0.681942	43.141	0.552359484
0.475707	42.109	0.222766694
0.92221	43.7	0.292909542
0.893183	44.188	1.152008681
0.428646	42.497	0.631085573
0.631882	42.392	0.503352759
0.69996	43.024	0.751941487
0.736007	43.505	0.385519131
0.575823	42.806	0.20544829
0.418633	41.968	0.680849469
0.511746	42.663	1.120610994
0.535771	42.556	0.791280608
0.641893	43.002	0.198949742
0.734996	43.557	0.801560977
0.35156	41.633	0.391152144
0.60986	43.073	0.263696796
0.349557	41.509	0.115134704
0.701969	43.331	0.403112887
0.355261	41.857	0.890810867
0.872152	43.605	0.487643312
0.75903	43.759	1.281015613
0.92622	44.192	0.723895711
0.643642	43.07	0.553049727
0.419569	42.035	0.202704218
0.515587	43.194	1.811314716
0.890729	43.54	0.464430834
0.805696	43.553	0.712205027
0.480568	42.131	0.061611687
0.800697	43.243	0.236957802
0.580604	42.671	0.218130695
0.715652	43.081	0.206903359
0.805695	43.368	0.25
0.766684	43.669	0.345787507
0.664638	43.161	0.452659916
0.901736	44.097	0.554823395
0.745665	43.479	0.532260275
0.71868	43.003	0.167334993
0.73669	43.347	0.56196886
0.5796	42.882	1.11065026
0.370531	41.453	0.640750341
0.96074	44.353	0.575448521
0.850729	43.919	1.13138676
0.64864	42.925	0.362801599
0.219462	40.307	0.590529423
0.936755	43.804	0.147648231
0.647639	43.116	0.273402633
0.461564	42.052	0.172985549
0.600603	42.904	0.245358921
0.670654	43.456	0.762444096
0.760698	43.333	0.195969385
0.246492	40.451	0.351459813
0.470573	41.933	0.581116167
0.169455	39.311	0.531583484
0.497379	42.378	0.213410403
0.638234	43.035	0.374213843
0.507371	42.668	0.671020864
0.535327	42.646	1.010677496
0.587285	42.877	0.175601822
0.773081	43.781	1.021481767
0.699166	43.223	0.244951016
0.370511	41.58	0.301597414
0.761089	43.612	0.911428
0.699169	43.33	0.761451903
0.78806	43.727	1.221065518
0.373513	41.395	0.251914668
0.405478	41.788	0.401277959
0.852994	43.758	0.357128828
0.808048	43.927	0.199248588
0.603272	42.722	0.581901194
0.58329	43.016	0.293470612
0.534335	42.443	0.282842712
0.72014	43.179	0.463396159
0.400485	41.575	0.351647551
0.371508	41.553	0.202388241
0.806041	43.631	0.220127236
0.840005	43.676	1.131867925
0.500728	42.593	0.461650301
0.532765	42.401	0.244182309
0.533766	42.338	0.393192065
0.932229	43.876	0.332055718
0.822103	43.215	0.137437258
0.553797	42.597	0.090824006
0.125298	38.932	0.083240615
0.842123	43.98	1.332587333
0.443668	40.708	0.502111541
0.727675	43.189	0.150784615
0.683659	43.477	0.624282788
0.442548	42.205	0.580827857
0.726679	43.398	0.423206805
0.28251	41.168	0.271346642
0.404549	41.825	0.067082039
0.519611	42.563	0.551176923
0.690652	43.247	0.363594554
1.060801	43.806	0.440555331
0.576612	42.412	0.3623272
0.268489	40.758	0.191770696
0.72068	43.296	0.227015418
0.250498	40.702	0.570687305
0.760691	43.205	0.503238512
0.698167	43.321	0.47381431
0.550315	42.751	0.512543657
0.730128	43.274	0.383541393
0.847985	44.005	1.381929448
0.997826	44.218	0.973804909
0.435446	41.681	0.114284732
0.40947	41.912	0.321498056
0.30159	41.059	0.421070065
0.030325	35.587	0.117745488
0.074579	37.668	0.113648581
0.035218	35.929	0.195777935
0.063345	37.537	0.117046999
0.070153	37.567	0.141155942
0.022399	34.942	0.184618526
0.034854	35.897	0.107335921
0.030482	36	0.115134704
0.05386	36.626	0.21415882
0.017672	34.062	0.144308697
0.054931	36.886	0.351745647
0.078317	37.552	0.380888435
0.013533	33.539	0.154495955
0.036934	36.21	0.114284732
0.023552	35.184	0.231821052
0.015504	33.889	0.193961336
0.015487	34.026	0.182649938
0.037075	36.137	0.670627318
0.015791	33.946	0.151907867
0.010888	33.437	0.31144823
0.035755	35.667	0.394143375
0.019581	34.604	0.352881
0.030416	35.545	0.421142494
0.015678	34.016	0.158757677
0.027499	35.746	0.560431976
0.046856	36.429	0.132018938
0.010291	33.143	0.165420676
0.080103	37.61	0.064257295
0.012317	34.053	0.065391131
0.024586	35.053	0.084118963
0.014467	34.176	0.830376421
0.034781	35.781	0.225390772
0.04492	36.572	0.093407708
0.034074	35.93	0.10198039
0.07487	37.71	0.15132746
0.01496	34.012	0.322876137
0.020396	34.506	0.231147139
0.026881	35.214	0.114017543
0.065193	37.355	0.29222594
